,ID,well,campo,Socio,E_Brent,tipo_costo,P_D,FC_T
"1554,1554,CC27C5,CARICARE,con_socio,45,probable,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1257.0181'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1555,1555,CC27C5,CARICARE,con_socio,50,probable,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1488.7291'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1556,1556,CC27C5,CARICARE,con_socio,60,probable,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1795.0854'), Decimal('1154.3447'), Decimal('608.0588'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1557,1557,CC27C5,CARICARE,con_socio,70,probable,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2119.4808'), Decimal('1335.8968'), Decimal('709.9451'), Decimal('358.6634'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1558,1558,CC27C5,CARICARE,con_socio,80,probable,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2443.8761'), Decimal('1517.4489'), Decimal('811.8315'), Decimal('415.8416'), Decimal('194.144'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1559,1559,CC27C5,CARICARE,con_socio,90,probable,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2768.2715'), Decimal('1699.001'), Decimal('913.7179'), Decimal('473.0199'), Decimal('226.3201'), Decimal('31.7494'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1560,1560,CC27C5,CARICARE,con_socio,100,probable,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3092.6669'), Decimal('1880.5531'), Decimal('1015.6042'), Decimal('530.1981'), Decimal('258.4963'), Decimal('37.2681'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1561,1561,CC27C5,CARICARE,con_socio,45,probable,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1299.3331'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1562,1562,CC27C5,CARICARE,con_socio,50,probable,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1524.5535'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1563,1563,CC27C5,CARICARE,con_socio,60,probable,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1828.3846'), Decimal('1149.2989'), Decimal('605.2271'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1564,1564,CC27C5,CARICARE,con_socio,70,probable,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2152.78'), Decimal('1330.851'), Decimal('707.1135'), Decimal('357.0742'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1565,1565,CC27C5,CARICARE,con_socio,80,probable,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2477.1754'), Decimal('1512.4031'), Decimal('808.9998'), Decimal('414.2525'), Decimal('193.2497'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1566,1566,CC27C5,CARICARE,con_socio,90,probable,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2801.5708'), Decimal('1693.9552'), Decimal('910.8862'), Decimal('471.4307'), Decimal('225.4259'), Decimal('31.596'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1567,1567,CC27C5,CARICARE,con_socio,100,probable,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('3125.9662'), Decimal('1875.5073'), Decimal('1012.7725'), Decimal('528.609'), Decimal('257.602'), Decimal('37.1147'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1568,1568,CC27C5,CARICARE,con_socio,45,optimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1018.7671'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1569,1569,CC27C5,CARICARE,con_socio,50,optimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1250.4781'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1570,1570,CC27C5,CARICARE,con_socio,60,optimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1607.5969'), Decimal('1182.7546'), Decimal('624.0023'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1571,1571,CC27C5,CARICARE,con_socio,70,optimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('1931.9923'), Decimal('1364.3067'), Decimal('725.8887'), Decimal('367.6108'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1572,1572,CC27C5,CARICARE,con_socio,80,optimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2256.3877'), Decimal('1545.8588'), Decimal('827.775'), Decimal('424.7891'), Decimal('199.179'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1573,1573,CC27C5,CARICARE,con_socio,90,optimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2580.783'), Decimal('1727.4109'), Decimal('929.6614'), Decimal('481.9673'), Decimal('231.3552'), Decimal('32.4723'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1574,1574,CC27C5,CARICARE,con_socio,100,optimista,0,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('2905.1784'), Decimal('1908.963'), Decimal('1031.5478'), Decimal('539.1456'), Decimal('263.5313'), Decimal('38.1317'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1575,1575,CC27C5,CARICARE,con_socio,45,optimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1076.4442'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1576,1576,CC27C5,CARICARE,con_socio,50,optimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1308.1552'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1577,1577,CC27C5,CARICARE,con_socio,60,optimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1652.9851'), Decimal('1175.877'), Decimal('620.1426'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1578,1578,CC27C5,CARICARE,con_socio,70,optimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('1977.3805'), Decimal('1357.4291'), Decimal('722.029'), Decimal('365.4448'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1579,1579,CC27C5,CARICARE,con_socio,80,optimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2301.7759'), Decimal('1538.9812'), Decimal('823.9153'), Decimal('422.623'), Decimal('197.9601'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1580,1580,CC27C5,CARICARE,con_socio,90,optimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2626.1713'), Decimal('1720.5333'), Decimal('925.8017'), Decimal('479.8013'), Decimal('230.1363'), Decimal('32.4039'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1581,1581,CC27C5,CARICARE,con_socio,100,optimista,0.1,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('2950.5667'), Decimal('1902.0854'), Decimal('1027.6881'), Decimal('536.9795'), Decimal('262.3124'), Decimal('37.9226'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1582,1582,CC27C5,CARICARE,con_socio,45,optimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1134.1213'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1583,1583,CC27C5,CARICARE,con_socio,50,optimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1365.8323'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1584,1584,CC27C5,CARICARE,con_socio,60,optimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2370.1626'), Decimal('1698.3734'), Decimal('1168.9994'), Decimal('616.2829'), Decimal('297.2041'), Decimal('110.298'), Decimal('8.8206'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1585,1585,CC27C5,CARICARE,con_socio,70,optimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2716.5202'), Decimal('2022.7687'), Decimal('1350.5515'), Decimal('718.1693'), Decimal('363.2787'), Decimal('156.2639'), Decimal('16.7045'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1586,1586,CC27C5,CARICARE,con_socio,80,optimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3062.8777'), Decimal('2347.1641'), Decimal('1532.1036'), Decimal('820.0556'), Decimal('420.457'), Decimal('196.7412'), Decimal('24.5884'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1587,1587,CC27C5,CARICARE,con_socio,90,optimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3409.2353'), Decimal('2671.5595'), Decimal('1713.6557'), Decimal('921.942'), Decimal('477.6352'), Decimal('228.9173'), Decimal('32.1949'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1588,1588,CC27C5,CARICARE,con_socio,100,optimista,0.2,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('3755.5928'), Decimal('2995.9549'), Decimal('1895.2077'), Decimal('1023.8284'), Decimal('534.8135'), Decimal('261.0935'), Decimal('37.7136'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1589,1589,CC27C5,CARICARE,con_socio,45,optimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('1755.8425'), Decimal('1191.7984'), Decimal('836.1704'), Decimal('412.4626'), Decimal('174.6793'), Decimal('41.3492'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
"1590,1590,CC27C5,CARICARE,con_socio,50,optimista,0.3,""[Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('2003.2408'), Decimal('1423.5094'), Decimal('965.8505'), Decimal('485.2386'), Decimal('215.5209'), Decimal('64.3321'), Decimal('0.9368'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0'), Decimal('0')]"""
